,label,filename,filepath
1990,Byzantine Art,Byzantine Art_aug_0_89.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_89.jpeg
1991,Byzantine Art,Byzantine Art_aug_0_8900.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_8900.jpeg
1992,Byzantine Art,Byzantine Art_aug_0_891.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_891.jpeg
1993,Byzantine Art,Byzantine Art_aug_0_8915.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_8915.jpeg
1994,Byzantine Art,Byzantine Art_aug_0_8927.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_8927.jpeg
1995,Byzantine Art,Byzantine Art_aug_0_8930.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_8930.jpeg
1996,Byzantine Art,Byzantine Art_aug_0_896.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_896.jpeg
1997,Byzantine Art,Byzantine Art_aug_0_8971.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_8971.jpeg
1998,Byzantine Art,Byzantine Art_aug_0_8977.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_8977.jpeg
1999,Byzantine Art,Byzantine Art_aug_0_8984.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_8984.jpeg
2000,Byzantine Art,Byzantine Art_aug_0_8987.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_8987.jpeg
2001,Byzantine Art,Byzantine Art_aug_0_8990.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_8990.jpeg
2002,Byzantine Art,Byzantine Art_aug_0_90.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_90.jpeg
2003,Byzantine Art,Byzantine Art_aug_0_9000.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9000.jpeg
2004,Byzantine Art,Byzantine Art_aug_0_9004.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9004.jpeg
2005,Byzantine Art,Byzantine Art_aug_0_9018.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9018.jpeg
2006,Byzantine Art,Byzantine Art_aug_0_9023.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9023.jpeg
2007,Byzantine Art,Byzantine Art_aug_0_9033.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9033.jpeg
2008,Byzantine Art,Byzantine Art_aug_0_904.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_904.jpeg
2009,Byzantine Art,Byzantine Art_aug_0_9055.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9055.jpeg
2010,Byzantine Art,Byzantine Art_aug_0_9076.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9076.jpeg
2011,Byzantine Art,Byzantine Art_aug_0_9095.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9095.jpeg
2012,Byzantine Art,Byzantine Art_aug_0_9097.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9097.jpeg
2013,Byzantine Art,Byzantine Art_aug_0_9103.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9103.jpeg
2014,Byzantine Art,Byzantine Art_aug_0_9124.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9124.jpeg
2015,Byzantine Art,Byzantine Art_aug_0_9148.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9148.jpeg
2016,Byzantine Art,Byzantine Art_aug_0_915.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_915.jpeg
2017,Byzantine Art,Byzantine Art_aug_0_9162.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9162.jpeg
2018,Byzantine Art,Byzantine Art_aug_0_9163.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9163.jpeg
2019,Byzantine Art,Byzantine Art_aug_0_9164.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9164.jpeg
2020,Byzantine Art,Byzantine Art_aug_0_9170.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9170.jpeg
2021,Byzantine Art,Byzantine Art_aug_0_9177.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9177.jpeg
2022,Byzantine Art,Byzantine Art_aug_0_9189.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9189.jpeg
2023,Byzantine Art,Byzantine Art_aug_0_9203.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9203.jpeg
2024,Byzantine Art,Byzantine Art_aug_0_9224.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9224.jpeg
2025,Byzantine Art,Byzantine Art_aug_0_9229.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9229.jpeg
2026,Byzantine Art,Byzantine Art_aug_0_9240.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9240.jpeg
2027,Byzantine Art,Byzantine Art_aug_0_9241.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9241.jpeg
2028,Byzantine Art,Byzantine Art_aug_0_9248.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9248.jpeg
2029,Byzantine Art,Byzantine Art_aug_0_9256.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9256.jpeg
2030,Byzantine Art,Byzantine Art_aug_0_9270.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9270.jpeg
2031,Byzantine Art,Byzantine Art_aug_0_9272.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9272.jpeg
2032,Byzantine Art,Byzantine Art_aug_0_9282.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9282.jpeg
2033,Byzantine Art,Byzantine Art_aug_0_9292.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9292.jpeg
2034,Byzantine Art,Byzantine Art_aug_0_9299.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9299.jpeg
2035,Byzantine Art,Byzantine Art_aug_0_9312.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9312.jpeg
2036,Byzantine Art,Byzantine Art_aug_0_9322.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9322.jpeg
2037,Byzantine Art,Byzantine Art_aug_0_9333.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9333.jpeg
2038,Byzantine Art,Byzantine Art_aug_0_9335.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9335.jpeg
2039,Byzantine Art,Byzantine Art_aug_0_9346.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9346.jpeg
2040,Byzantine Art,Byzantine Art_aug_0_9366.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9366.jpeg
2041,Byzantine Art,Byzantine Art_aug_0_9373.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9373.jpeg
2042,Byzantine Art,Byzantine Art_aug_0_9377.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9377.jpeg
2043,Byzantine Art,Byzantine Art_aug_0_9383.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9383.jpeg
2044,Byzantine Art,Byzantine Art_aug_0_9387.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9387.jpeg
2045,Byzantine Art,Byzantine Art_aug_0_9393.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9393.jpeg
2046,Byzantine Art,Byzantine Art_aug_0_9394.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9394.jpeg
2047,Byzantine Art,Byzantine Art_aug_0_94.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_94.jpeg
2048,Byzantine Art,Byzantine Art_aug_0_9409.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9409.jpeg
2049,Byzantine Art,Byzantine Art_aug_0_9429.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9429.jpeg
2050,Byzantine Art,Byzantine Art_aug_0_9435.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9435.jpeg
2051,Byzantine Art,Byzantine Art_aug_0_9438.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9438.jpeg
2052,Byzantine Art,Byzantine Art_aug_0_9440.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9440.jpeg
2053,Byzantine Art,Byzantine Art_aug_0_9443.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9443.jpeg
2054,Byzantine Art,Byzantine Art_aug_0_9450.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9450.jpeg
2055,Byzantine Art,Byzantine Art_aug_0_9451.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9451.jpeg
2056,Byzantine Art,Byzantine Art_aug_0_9469.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9469.jpeg
2057,Byzantine Art,Byzantine Art_aug_0_9487.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9487.jpeg
2058,Byzantine Art,Byzantine Art_aug_0_9489.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9489.jpeg
2059,Byzantine Art,Byzantine Art_aug_0_9501.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9501.jpeg
2060,Byzantine Art,Byzantine Art_aug_0_9516.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9516.jpeg
2061,Byzantine Art,Byzantine Art_aug_0_9527.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9527.jpeg
2062,Byzantine Art,Byzantine Art_aug_0_9532.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9532.jpeg
2063,Byzantine Art,Byzantine Art_aug_0_9540.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9540.jpeg
2064,Byzantine Art,Byzantine Art_aug_0_955.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_955.jpeg
2065,Byzantine Art,Byzantine Art_aug_0_9551.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9551.jpeg
2066,Byzantine Art,Byzantine Art_aug_0_9552.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9552.jpeg
2067,Byzantine Art,Byzantine Art_aug_0_9565.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9565.jpeg
2068,Byzantine Art,Byzantine Art_aug_0_9570.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9570.jpeg
2069,Byzantine Art,Byzantine Art_aug_0_9583.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9583.jpeg
2070,Byzantine Art,Byzantine Art_aug_0_9594.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9594.jpeg
2071,Byzantine Art,Byzantine Art_aug_0_9603.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9603.jpeg
2072,Byzantine Art,Byzantine Art_aug_0_961.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_961.jpeg
2073,Byzantine Art,Byzantine Art_aug_0_9614.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9614.jpeg
2074,Byzantine Art,Byzantine Art_aug_0_9616.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9616.jpeg
2075,Byzantine Art,Byzantine Art_aug_0_9626.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9626.jpeg
2076,Byzantine Art,Byzantine Art_aug_0_9633.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9633.jpeg
2077,Byzantine Art,Byzantine Art_aug_0_9640.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9640.jpeg
2078,Byzantine Art,Byzantine Art_aug_0_9642.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9642.jpeg
2079,Byzantine Art,Byzantine Art_aug_0_9664.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9664.jpeg
2080,Byzantine Art,Byzantine Art_aug_0_9668.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9668.jpeg
2081,Byzantine Art,Byzantine Art_aug_0_9669.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9669.jpeg
2082,Byzantine Art,Byzantine Art_aug_0_968.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_968.jpeg
2083,Byzantine Art,Byzantine Art_aug_0_9681.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9681.jpeg
2084,Byzantine Art,Byzantine Art_aug_0_9685.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9685.jpeg
2085,Byzantine Art,Byzantine Art_aug_0_9691.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9691.jpeg
2086,Byzantine Art,Byzantine Art_aug_0_9697.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9697.jpeg
2087,Byzantine Art,Byzantine Art_aug_0_9705.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9705.jpeg
2088,Byzantine Art,Byzantine Art_aug_0_9715.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9715.jpeg
2089,Byzantine Art,Byzantine Art_aug_0_972.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_972.jpeg
2090,Byzantine Art,Byzantine Art_aug_0_9724.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9724.jpeg
2091,Byzantine Art,Byzantine Art_aug_0_9742.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9742.jpeg
2092,Byzantine Art,Byzantine Art_aug_0_9766.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9766.jpeg
2093,Byzantine Art,Byzantine Art_aug_0_9787.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9787.jpeg
2094,Byzantine Art,Byzantine Art_aug_0_9788.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9788.jpeg
2095,Byzantine Art,Byzantine Art_aug_0_9800.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9800.jpeg
2096,Byzantine Art,Byzantine Art_aug_0_9803.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9803.jpeg
2097,Byzantine Art,Byzantine Art_aug_0_9813.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9813.jpeg
2098,Byzantine Art,Byzantine Art_aug_0_9832.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9832.jpeg
2099,Byzantine Art,Byzantine Art_aug_0_9835.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9835.jpeg
2100,Byzantine Art,Byzantine Art_aug_0_984.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_984.jpeg
2101,Byzantine Art,Byzantine Art_aug_0_9840.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9840.jpeg
2102,Byzantine Art,Byzantine Art_aug_0_9852.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9852.jpeg
2103,Byzantine Art,Byzantine Art_aug_0_9865.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9865.jpeg
2104,Byzantine Art,Byzantine Art_aug_0_9866.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9866.jpeg
2105,Byzantine Art,Byzantine Art_aug_0_9867.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9867.jpeg
2106,Byzantine Art,Byzantine Art_aug_0_9875.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9875.jpeg
2107,Byzantine Art,Byzantine Art_aug_0_9885.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9885.jpeg
2108,Byzantine Art,Byzantine Art_aug_0_9890.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9890.jpeg
2109,Byzantine Art,Byzantine Art_aug_0_9897.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9897.jpeg
2110,Byzantine Art,Byzantine Art_aug_0_9917.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9917.jpeg
2111,Byzantine Art,Byzantine Art_aug_0_9932.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9932.jpeg
2112,Byzantine Art,Byzantine Art_aug_0_995.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_995.jpeg
2113,Byzantine Art,Byzantine Art_aug_0_9951.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9951.jpeg
2114,Byzantine Art,Byzantine Art_aug_0_9955.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9955.jpeg
2115,Byzantine Art,Byzantine Art_aug_0_9960.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9960.jpeg
2116,Byzantine Art,Byzantine Art_aug_0_9993.jpeg,../train_images\Byzantine Art\Byzantine Art_aug_0_9993.jpeg
2117,Cubism,Cubism_aug_0_1028.jpeg,../train_images\Cubism\Cubism_aug_0_1028.jpeg
2118,Cubism,Cubism_aug_0_1041.jpeg,../train_images\Cubism\Cubism_aug_0_1041.jpeg
2119,Cubism,Cubism_aug_0_1044.jpeg,../train_images\Cubism\Cubism_aug_0_1044.jpeg
2120,Cubism,Cubism_aug_0_1055.jpeg,../train_images\Cubism\Cubism_aug_0_1055.jpeg
2121,Cubism,Cubism_aug_0_1056.jpeg,../train_images\Cubism\Cubism_aug_0_1056.jpeg
2122,Cubism,Cubism_aug_0_1073.jpeg,../train_images\Cubism\Cubism_aug_0_1073.jpeg
2123,Cubism,Cubism_aug_0_1091.jpeg,../train_images\Cubism\Cubism_aug_0_1091.jpeg
2124,Cubism,Cubism_aug_0_11.jpeg,../train_images\Cubism\Cubism_aug_0_11.jpeg
2125,Cubism,Cubism_aug_0_1123.jpeg,../train_images\Cubism\Cubism_aug_0_1123.jpeg
2126,Cubism,Cubism_aug_0_1140.jpeg,../train_images\Cubism\Cubism_aug_0_1140.jpeg
2127,Cubism,Cubism_aug_0_1154.jpeg,../train_images\Cubism\Cubism_aug_0_1154.jpeg
2128,Cubism,Cubism_aug_0_1164.jpeg,../train_images\Cubism\Cubism_aug_0_1164.jpeg
2129,Cubism,Cubism_aug_0_1168.jpeg,../train_images\Cubism\Cubism_aug_0_1168.jpeg
2130,Cubism,Cubism_aug_0_117.jpeg,../train_images\Cubism\Cubism_aug_0_117.jpeg
2131,Cubism,Cubism_aug_0_1173.jpeg,../train_images\Cubism\Cubism_aug_0_1173.jpeg
2132,Cubism,Cubism_aug_0_1175.jpeg,../train_images\Cubism\Cubism_aug_0_1175.jpeg
2133,Cubism,Cubism_aug_0_1216.jpeg,../train_images\Cubism\Cubism_aug_0_1216.jpeg
2134,Cubism,Cubism_aug_0_122.jpeg,../train_images\Cubism\Cubism_aug_0_122.jpeg
2135,Cubism,Cubism_aug_0_1225.jpeg,../train_images\Cubism\Cubism_aug_0_1225.jpeg
2136,Cubism,Cubism_aug_0_1229.jpeg,../train_images\Cubism\Cubism_aug_0_1229.jpeg
2137,Cubism,Cubism_aug_0_1260.jpeg,../train_images\Cubism\Cubism_aug_0_1260.jpeg
2138,Cubism,Cubism_aug_0_1264.jpeg,../train_images\Cubism\Cubism_aug_0_1264.jpeg
2139,Cubism,Cubism_aug_0_1302.jpeg,../train_images\Cubism\Cubism_aug_0_1302.jpeg
2140,Cubism,Cubism_aug_0_1306.jpeg,../train_images\Cubism\Cubism_aug_0_1306.jpeg
2141,Cubism,Cubism_aug_0_131.jpeg,../train_images\Cubism\Cubism_aug_0_131.jpeg
2142,Cubism,Cubism_aug_0_1351.jpeg,../train_images\Cubism\Cubism_aug_0_1351.jpeg
2143,Cubism,Cubism_aug_0_1357.jpeg,../train_images\Cubism\Cubism_aug_0_1357.jpeg
2144,Cubism,Cubism_aug_0_1364.jpeg,../train_images\Cubism\Cubism_aug_0_1364.jpeg
2145,Cubism,Cubism_aug_0_1365.jpeg,../train_images\Cubism\Cubism_aug_0_1365.jpeg
2146,Cubism,Cubism_aug_0_1371.jpeg,../train_images\Cubism\Cubism_aug_0_1371.jpeg
2147,Cubism,Cubism_aug_0_138.jpeg,../train_images\Cubism\Cubism_aug_0_138.jpeg
2148,Cubism,Cubism_aug_0_1380.jpeg,../train_images\Cubism\Cubism_aug_0_1380.jpeg
2149,Cubism,Cubism_aug_0_1390.jpeg,../train_images\Cubism\Cubism_aug_0_1390.jpeg
2150,Cubism,Cubism_aug_0_1404.jpeg,../train_images\Cubism\Cubism_aug_0_1404.jpeg
2151,Cubism,Cubism_aug_0_1405.jpeg,../train_images\Cubism\Cubism_aug_0_1405.jpeg
2152,Cubism,Cubism_aug_0_1433.jpeg,../train_images\Cubism\Cubism_aug_0_1433.jpeg
2153,Cubism,Cubism_aug_0_1444.jpeg,../train_images\Cubism\Cubism_aug_0_1444.jpeg
2154,Cubism,Cubism_aug_0_145.jpeg,../train_images\Cubism\Cubism_aug_0_145.jpeg
2155,Cubism,Cubism_aug_0_1468.jpeg,../train_images\Cubism\Cubism_aug_0_1468.jpeg
2156,Cubism,Cubism_aug_0_147.jpeg,../train_images\Cubism\Cubism_aug_0_147.jpeg
2157,Cubism,Cubism_aug_0_1470.jpeg,../train_images\Cubism\Cubism_aug_0_1470.jpeg
2158,Cubism,Cubism_aug_0_1510.jpeg,../train_images\Cubism\Cubism_aug_0_1510.jpeg
2159,Cubism,Cubism_aug_0_1517.jpeg,../train_images\Cubism\Cubism_aug_0_1517.jpeg
2160,Cubism,Cubism_aug_0_1531.jpeg,../train_images\Cubism\Cubism_aug_0_1531.jpeg
2161,Cubism,Cubism_aug_0_1533.jpeg,../train_images\Cubism\Cubism_aug_0_1533.jpeg
2162,Cubism,Cubism_aug_0_1535.jpeg,../train_images\Cubism\Cubism_aug_0_1535.jpeg
2163,Cubism,Cubism_aug_0_1537.jpeg,../train_images\Cubism\Cubism_aug_0_1537.jpeg
2164,Cubism,Cubism_aug_0_1557.jpeg,../train_images\Cubism\Cubism_aug_0_1557.jpeg
2165,Cubism,Cubism_aug_0_1563.jpeg,../train_images\Cubism\Cubism_aug_0_1563.jpeg
2166,Cubism,Cubism_aug_0_1564.jpeg,../train_images\Cubism\Cubism_aug_0_1564.jpeg
2167,Cubism,Cubism_aug_0_1572.jpeg,../train_images\Cubism\Cubism_aug_0_1572.jpeg
2168,Cubism,Cubism_aug_0_1578.jpeg,../train_images\Cubism\Cubism_aug_0_1578.jpeg
2169,Cubism,Cubism_aug_0_1610.jpeg,../train_images\Cubism\Cubism_aug_0_1610.jpeg
2170,Cubism,Cubism_aug_0_1625.jpeg,../train_images\Cubism\Cubism_aug_0_1625.jpeg
2171,Cubism,Cubism_aug_0_1628.jpeg,../train_images\Cubism\Cubism_aug_0_1628.jpeg
2172,Cubism,Cubism_aug_0_1648.jpeg,../train_images\Cubism\Cubism_aug_0_1648.jpeg
2173,Cubism,Cubism_aug_0_1659.jpeg,../train_images\Cubism\Cubism_aug_0_1659.jpeg
2174,Cubism,Cubism_aug_0_1660.jpeg,../train_images\Cubism\Cubism_aug_0_1660.jpeg
2175,Cubism,Cubism_aug_0_167.jpeg,../train_images\Cubism\Cubism_aug_0_167.jpeg
2176,Cubism,Cubism_aug_0_1671.jpeg,../train_images\Cubism\Cubism_aug_0_1671.jpeg
2177,Cubism,Cubism_aug_0_1682.jpeg,../train_images\Cubism\Cubism_aug_0_1682.jpeg
2178,Cubism,Cubism_aug_0_1696.jpeg,../train_images\Cubism\Cubism_aug_0_1696.jpeg
2179,Cubism,Cubism_aug_0_1697.jpeg,../train_images\Cubism\Cubism_aug_0_1697.jpeg
2180,Cubism,Cubism_aug_0_1700.jpeg,../train_images\Cubism\Cubism_aug_0_1700.jpeg
2181,Cubism,Cubism_aug_0_1718.jpeg,../train_images\Cubism\Cubism_aug_0_1718.jpeg
2182,Cubism,Cubism_aug_0_1744.jpeg,../train_images\Cubism\Cubism_aug_0_1744.jpeg
2183,Cubism,Cubism_aug_0_1772.jpeg,../train_images\Cubism\Cubism_aug_0_1772.jpeg
2184,Cubism,Cubism_aug_0_1797.jpeg,../train_images\Cubism\Cubism_aug_0_1797.jpeg
2185,Cubism,Cubism_aug_0_1805.jpeg,../train_images\Cubism\Cubism_aug_0_1805.jpeg
2186,Cubism,Cubism_aug_0_1844.jpeg,../train_images\Cubism\Cubism_aug_0_1844.jpeg
2187,Cubism,Cubism_aug_0_1884.jpeg,../train_images\Cubism\Cubism_aug_0_1884.jpeg
2188,Cubism,Cubism_aug_0_1895.jpeg,../train_images\Cubism\Cubism_aug_0_1895.jpeg
2189,Cubism,Cubism_aug_0_1909.jpeg,../train_images\Cubism\Cubism_aug_0_1909.jpeg
2190,Cubism,Cubism_aug_0_1918.jpeg,../train_images\Cubism\Cubism_aug_0_1918.jpeg
2191,Cubism,Cubism_aug_0_1944.jpeg,../train_images\Cubism\Cubism_aug_0_1944.jpeg
2192,Cubism,Cubism_aug_0_1964.jpeg,../train_images\Cubism\Cubism_aug_0_1964.jpeg
2193,Cubism,Cubism_aug_0_1983.jpeg,../train_images\Cubism\Cubism_aug_0_1983.jpeg
2194,Cubism,Cubism_aug_0_1988.jpeg,../train_images\Cubism\Cubism_aug_0_1988.jpeg
2195,Cubism,Cubism_aug_0_1990.jpeg,../train_images\Cubism\Cubism_aug_0_1990.jpeg
2196,Cubism,Cubism_aug_0_1992.jpeg,../train_images\Cubism\Cubism_aug_0_1992.jpeg
2197,Cubism,Cubism_aug_0_1996.jpeg,../train_images\Cubism\Cubism_aug_0_1996.jpeg
2198,Cubism,Cubism_aug_0_1998.jpeg,../train_images\Cubism\Cubism_aug_0_1998.jpeg
2199,Cubism,Cubism_aug_0_2030.jpeg,../train_images\Cubism\Cubism_aug_0_2030.jpeg
2200,Cubism,Cubism_aug_0_2031.jpeg,../train_images\Cubism\Cubism_aug_0_2031.jpeg
2201,Cubism,Cubism_aug_0_2034.jpeg,../train_images\Cubism\Cubism_aug_0_2034.jpeg
2202,Cubism,Cubism_aug_0_2039.jpeg,../train_images\Cubism\Cubism_aug_0_2039.jpeg
2203,Cubism,Cubism_aug_0_206.jpeg,../train_images\Cubism\Cubism_aug_0_206.jpeg
2204,Cubism,Cubism_aug_0_2066.jpeg,../train_images\Cubism\Cubism_aug_0_2066.jpeg
2205,Cubism,Cubism_aug_0_2086.jpeg,../train_images\Cubism\Cubism_aug_0_2086.jpeg
2206,Cubism,Cubism_aug_0_2087.jpeg,../train_images\Cubism\Cubism_aug_0_2087.jpeg
2207,Cubism,Cubism_aug_0_2095.jpeg,../train_images\Cubism\Cubism_aug_0_2095.jpeg
2208,Cubism,Cubism_aug_0_2103.jpeg,../train_images\Cubism\Cubism_aug_0_2103.jpeg
2209,Cubism,Cubism_aug_0_2109.jpeg,../train_images\Cubism\Cubism_aug_0_2109.jpeg
2210,Cubism,Cubism_aug_0_2121.jpeg,../train_images\Cubism\Cubism_aug_0_2121.jpeg
2211,Cubism,Cubism_aug_0_2124.jpeg,../train_images\Cubism\Cubism_aug_0_2124.jpeg
2212,Cubism,Cubism_aug_0_2128.jpeg,../train_images\Cubism\Cubism_aug_0_2128.jpeg
2213,Cubism,Cubism_aug_0_2136.jpeg,../train_images\Cubism\Cubism_aug_0_2136.jpeg
2214,Cubism,Cubism_aug_0_2166.jpeg,../train_images\Cubism\Cubism_aug_0_2166.jpeg
2215,Cubism,Cubism_aug_0_2171.jpeg,../train_images\Cubism\Cubism_aug_0_2171.jpeg
2216,Cubism,Cubism_aug_0_2206.jpeg,../train_images\Cubism\Cubism_aug_0_2206.jpeg
2217,Cubism,Cubism_aug_0_2220.jpeg,../train_images\Cubism\Cubism_aug_0_2220.jpeg
2218,Cubism,Cubism_aug_0_223.jpeg,../train_images\Cubism\Cubism_aug_0_223.jpeg
2219,Cubism,Cubism_aug_0_2230.jpeg,../train_images\Cubism\Cubism_aug_0_2230.jpeg
2220,Cubism,Cubism_aug_0_2238.jpeg,../train_images\Cubism\Cubism_aug_0_2238.jpeg
